,l,r
0,-0.9999999632966318,0.38742048899999953
1,0.3486480899388668,0.43046720999999954
2,0.38741896862370007,0.4782968999999995
3,0.4297370473182585,0.5314409999999995
4,0.47829610985894744,0.5904899999999995
5,0.5312565456815271,0.6560999999999996
6,0.5902674054469208,0.7289999999999996
7,0.6558440412835103,0.8099999999999997
8,0.7289689468821607,0.8999999999999998
9,0.8084864382590288,0.9999999999999999
